2.897480000000000018e+03,2.650368999999999869e+04,7.972079999999999927e+03,1.204599999999999937e+02,5.450999999999999801e+01,1.778199999999999932e+02,6.786527000000000000e+06,6.500000000000000000e+01
2.904739999999999782e+03,2.656422000000000116e+04,7.993300000000000182e+03,1.207999999999999972e+02,5.465999999999999659e+01,1.780500000000000114e+02,3.991540000000000000e+06,6.254999999999999716e+01
2.905300000000000182e+03,2.657031999999999971e+04,7.990270000000000437e+03,1.212900000000000063e+02,5.464999999999999858e+01,1.783600000000000136e+02,1.504239000000000000e+06,6.475000000000000000e+01
2.906309999999999945e+03,2.658545999999999913e+04,7.997149999999999636e+03,1.215999999999999943e+02,5.464000000000000057e+01,1.783499999999999943e+02,1.098866000000000000e+06,6.314999999999999858e+01
2.906380000000000109e+03,2.658634999999999854e+04,7.995289999999999964e+03,1.216800000000000068e+02,5.464999999999999858e+01,1.781800000000000068e+02,9.134950000000000000e+05,6.310999999999999943e+01
2.905030000000000200e+03,2.655954000000000087e+04,7.998060000000000400e+03,1.217600000000000051e+02,5.470000000000000284e+01,1.782800000000000011e+02,1.146999200000000000e+07,6.307000000000000028e+01
2.903000000000000000e+03,2.649872999999999956e+04,7.991060000000000400e+03,1.221800000000000068e+02,5.471000000000000085e+01,1.794499999999999886e+02,1.472823000000000000e+06,6.200000000000000000e+01
2.905469999999999800e+03,2.653788999999999942e+04,8.001680000000000291e+03,1.223499999999999943e+02,5.485000000000000142e+01,1.806299999999999955e+02,6.555520000000000000e+05,6.117999999999999972e+01
2.906170000000000073e+03,2.653491999999999825e+04,8.003430000000000291e+03,1.220600000000000023e+02,5.475999999999999801e+01,1.807800000000000011e+02,1.122104000000000000e+06,6.360000000000000142e+01
2.905530000000000200e+03,2.651459000000000015e+04,8.003170000000000073e+03,1.217900000000000063e+02,5.482000000000000028e+01,1.804000000000000057e+02,7.097260000000000000e+05,6.679999999999999716e+01
2.905909999999999854e+03,2.651595000000000073e+04,8.009449999999999818e+03,1.220400000000000063e+02,5.486999999999999744e+01,1.809699999999999989e+02,7.465890000000000000e+05,6.535999999999999943e+01
2.905889999999999873e+03,2.651077999999999884e+04,8.007020000000000437e+03,1.220000000000000000e+02,5.479999999999999716e+01,1.809600000000000080e+02,4.858070000000000000e+05,6.820000000000000284e+01
2.907969999999999800e+03,2.651104999999999927e+04,8.015270000000000437e+03,1.221400000000000006e+02,5.464000000000000057e+01,1.814399999999999977e+02,4.731202000000000000e+06,6.642000000000000171e+01
2.919139999999999873e+03,2.657138000000000102e+04,8.070300000000000182e+03,1.231599999999999966e+02,5.475000000000000000e+01,1.828000000000000114e+02,1.002506000000000000e+06,6.570000000000000284e+01
2.928550000000000182e+03,2.662152000000000044e+04,8.098550000000000182e+03,1.231700000000000017e+02,5.475000000000000000e+01,1.835399999999999920e+02,8.963860000000000000e+05,7.015999999999999659e+01
2.933260000000000218e+03,2.667599000000000160e+04,8.110180000000000291e+03,1.232199999999999989e+02,5.477000000000000313e+01,1.831899999999999977e+02,4.710180000000000000e+05,7.131000000000000227e+01
2.933090000000000146e+03,2.666924000000000160e+04,8.115039999999999964e+03,1.233100000000000023e+02,5.478999999999999915e+01,1.835399999999999920e+02,3.468970000000000000e+05,7.060999999999999943e+01
2.933820000000000164e+03,2.664984000000000015e+04,8.120270000000000437e+03,1.234099999999999966e+02,5.471999999999999886e+01,1.840300000000000011e+02,2.693460000000000000e+05,7.068000000000000682e+01
2.932769999999999982e+03,2.663550999999999840e+04,8.122279999999999745e+03,1.238199999999999932e+02,5.485999999999999943e+01,1.840600000000000023e+02,2.350880000000000000e+05,7.098000000000000398e+01
2.933679999999999836e+03,2.665638999999999942e+04,8.120819999999999709e+03,1.237999999999999972e+02,5.497999999999999687e+01,1.837800000000000011e+02,3.537512000000000000e+06,7.120000000000000284e+01
2.933230000000000018e+03,2.666090000000000146e+04,8.118449999999999818e+03,1.235000000000000000e+02,5.525000000000000000e+01,1.833700000000000045e+02,6.400140000000000000e+05,6.900000000000000000e+01
2.934590000000000146e+03,2.664852000000000044e+04,8.133590000000000146e+03,1.233700000000000045e+02,5.525999999999999801e+01,1.838600000000000136e+02,6.082210000000000000e+05,6.751999999999999602e+01
2.932320000000000164e+03,2.664372999999999956e+04,8.122909999999999854e+03,1.234099999999999966e+02,5.509000000000000341e+01,1.830300000000000011e+02,3.695810000000000000e+05,6.512000000000000455e+01
2.929690000000000055e+03,2.661450000000000000e+04,8.114569999999999709e+03,1.235100000000000051e+02,5.520000000000000284e+01,1.823899999999999864e+02,2.127720000000000000e+05,6.529000000000000625e+01
2.929550000000000182e+03,2.660552999999999884e+04,8.112319999999999709e+03,1.234300000000000068e+02,5.524000000000000199e+01,1.826599999999999966e+02,2.408720000000000000e+05,6.470999999999999375e+01
2.933119999999999891e+03,2.663750999999999840e+04,8.120109999999999673e+03,1.237900000000000063e+02,5.532999999999999829e+01,1.826699999999999875e+02,2.456200000000000000e+05,6.495999999999999375e+01
2.927260000000000218e+03,2.659704999999999927e+04,8.102020000000000437e+03,1.233799999999999955e+02,5.517000000000000171e+01,1.825800000000000125e+02,2.634741000000000000e+06,6.415000000000000568e+01
2.915429999999999836e+03,2.633518999999999869e+04,8.091880000000000109e+03,1.279000000000000057e+02,5.439000000000000057e+01,1.944900000000000091e+02,3.317180000000000000e+05,6.320000000000000284e+01
2.929030000000000200e+03,2.644827000000000044e+04,8.126220000000000255e+03,1.281999999999999886e+02,5.459000000000000341e+01,1.942800000000000011e+02,2.187750000000000000e+05,6.336999999999999744e+01
2.928019999999999982e+03,2.646438000000000102e+04,8.118939999999999600e+03,1.279300000000000068e+02,5.452000000000000313e+01,1.940399999999999920e+02,1.623230000000000000e+05,6.534999999999999432e+01
2.930639999999999873e+03,2.650181999999999971e+04,8.126000000000000000e+03,1.274599999999999937e+02,5.453999999999999915e+01,1.930000000000000000e+02,1.798480000000000000e+05,6.490000000000000568e+01
2.931769999999999982e+03,2.652125000000000000e+04,8.133939999999999600e+03,1.279099999999999966e+02,5.465999999999999659e+01,1.943600000000000136e+02,4.008230000000000000e+05,6.481999999999999318e+01
2.930800000000000182e+03,2.650115000000000146e+04,8.128329999999999927e+03,1.278100000000000023e+02,5.472999999999999687e+01,1.938799999999999955e+02,2.421400000000000000e+05,6.635999999999999943e+01
2.926170000000000073e+03,2.646208000000000175e+04,8.118680000000000291e+03,1.274599999999999937e+02,5.463000000000000256e+01,1.932599999999999909e+02,2.313280000000000000e+06,6.545000000000000284e+01
2.925889999999999873e+03,2.645583000000000175e+04,8.091750000000000000e+03,1.276899999999999977e+02,5.447999999999999687e+01,1.912700000000000102e+02,1.795370000000000000e+05,6.500000000000000000e+01
2.931219999999999800e+03,2.649034999999999854e+04,8.113710000000000036e+03,1.278900000000000006e+02,5.453000000000000114e+01,1.919699999999999989e+02,1.100060000000000000e+05,6.420999999999999375e+01
2.930699999999999818e+03,2.648904000000000087e+04,8.115399999999999636e+03,1.281899999999999977e+02,5.443999999999999773e+01,1.917899999999999920e+02,1.341870000000000000e+05,6.484000000000000341e+01
2.929940000000000055e+03,2.648084000000000015e+04,8.112729999999999563e+03,1.279599999999999937e+02,5.417000000000000171e+01,1.910200000000000102e+02,1.969120000000000000e+05,6.539000000000000057e+01
2.931559999999999945e+03,2.648315000000000146e+04,8.122699999999999818e+03,1.280600000000000023e+02,5.409000000000000341e+01,1.910500000000000114e+02,5.293500000000000000e+04,6.623999999999999488e+01
2.933769999999999982e+03,2.648566999999999825e+04,8.130359999999999673e+03,1.279300000000000068e+02,5.413000000000000256e+01,1.909399999999999977e+02,8.999400000000000000e+04,6.637000000000000455e+01
2.939880000000000109e+03,2.654333000000000175e+04,8.146399999999999636e+03,1.281899999999999977e+02,5.420000000000000284e+01,1.914900000000000091e+02,7.627040000000000000e+05,6.556999999999999318e+01
2.943289999999999964e+03,2.656295999999999913e+04,8.156619999999999891e+03,1.280300000000000011e+02,5.442000000000000171e+01,1.934600000000000080e+02,2.406000000000000000e+05,6.621999999999999886e+01
2.943250000000000000e+03,2.654124000000000160e+04,8.159689999999999600e+03,1.279399999999999977e+02,5.432000000000000028e+01,1.940500000000000114e+02,1.298080000000000000e+05,6.567000000000000171e+01
2.947420000000000073e+03,2.657768000000000029e+04,8.165159999999999854e+03,1.280800000000000125e+02,5.442000000000000171e+01,1.944799999999999898e+02,1.060100000000000000e+05,6.695000000000000284e+01
2.947280000000000200e+03,2.657200999999999840e+04,8.166979999999999563e+03,1.281899999999999977e+02,5.439000000000000057e+01,1.947899999999999920e+02,1.245780000000000000e+05,6.615000000000000568e+01
2.948039999999999964e+03,2.659443000000000029e+04,8.173069999999999709e+03,1.282899999999999920e+02,5.449000000000000199e+01,1.948899999999999864e+02,1.068400000000000000e+05,6.654000000000000625e+01
2.945550000000000182e+03,2.657931000000000131e+04,8.164699999999999818e+03,1.282800000000000011e+02,5.442000000000000171e+01,1.943799999999999955e+02,1.741350000000000000e+05,6.707999999999999829e+01
2.943019999999999982e+03,2.655438999999999942e+04,8.161850000000000364e+03,1.280800000000000125e+02,5.443999999999999773e+01,1.947800000000000011e+02,9.376740000000000000e+05,6.768000000000000682e+01
2.934940000000000055e+03,2.652593999999999869e+04,8.094659999999999854e+03,1.283400000000000034e+02,5.413000000000000256e+01,1.948799999999999955e+02,6.575500000000000000e+05,6.817000000000000171e+01
2.930710000000000036e+03,2.650227000000000044e+04,8.064670000000000073e+03,1.279500000000000028e+02,5.392999999999999972e+01,1.945500000000000114e+02,2.308370000000000000e+05,6.764000000000000057e+01
2.937329999999999927e+03,2.652461999999999898e+04,8.095609999999999673e+03,1.284799999999999898e+02,5.418999999999999773e+01,1.954199999999999875e+02,2.997460000000000000e+05,6.840000000000000568e+01
2.937440000000000055e+03,2.653468000000000029e+04,8.086989999999999782e+03,1.284199999999999875e+02,5.418999999999999773e+01,1.937500000000000000e+02,2.886660000000000000e+05,7.075000000000000000e+01
2.943389999999999873e+03,2.657125999999999840e+04,8.107180000000000291e+03,1.286100000000000136e+02,5.435000000000000142e+01,1.939499999999999886e+02,1.492390000000000000e+05,6.928000000000000114e+01
2.941559999999999945e+03,2.656566999999999825e+04,8.097079999999999927e+03,1.285600000000000023e+02,5.428999999999999915e+01,1.923100000000000023e+02,2.069050000000000000e+05,7.020999999999999375e+01
