Date,Time,S&P,Dow_Jones,NASDAQ,Skype（Microsoft）,Cisco,Facebook,Trading_Volume,Prev_Avg_Price,True_Price
10/16/19,10/16/19 14:30,2989.38,27024.92,8118.04,139.21,45.86,188.99,529724,67.17,67.2
10/16/19,10/16/19 15:30,2989.67,27012.09,8117.62,139.29,46.04,189.13,383327,67.22,67.07
10/16/19,10/16/19 16:00,2989.69,27001.98,8124.18,139.55,46.01,189.55,1308559,67.05,67.69
10/17/19,10/17/19 10:30,3005.23,27098.68,8163.15,139.04,46.17,190.02,1015273,67.69,67.2
10/17/19,10/17/19 11:30,2998.99,27033.27,8149.79,138.65,46.09,189.63,723356,67.2,67.15
10/17/19,10/17/19 12:30,2995.89,26992.96,8143.49,138.59,46.03,189.51,329322,67.15,67.3
10/17/19,10/17/19 13:30,2999.62,27028.79,8154.29,138.76,46.02,189.59,313729,67.3,67.36
10/17/19,10/17/19 14:30,2999.41,27046.02,8156.68,138.9,46.09,190.55,333936,67.36,67.07
10/17/19,10/17/19 15:30,3001.39,27067.69,8159.47,138.87,46.2,190.54,251632,67.04,67.04
10/17/19,10/17/19 16:00,2997.95,27025.88,8156.85,138.84,46.25,190.39,610046,67.04,67.03
10/18/19,10/18/19 10:30,2993.04,26952.58,8129.8,138.11,46.21,189.1,990719,67.03,65.67
10/18/19,10/18/19 11:30,2994.64,26957.88,8120.41,137.49,46.16,187.03,605735,65.67,65.91
10/18/19,10/18/19 12:30,2978.34,26811.84,8048.59,135.82,45.96,184.31,973476,65.79,65.51
10/18/19,10/18/19 13:30,2988.07,26848.92,8090.55,136.89,46.13,186.11,647371,65.51,66
10/18/19,10/18/19 14:30,2992.38,26858.42,8104.23,137.52,46.21,186.27,459225,66,66
10/18/19,10/18/19 15:30,2992.91,26839.45,8110,137.35,46.1,186.56,392397,66.03,65.26
10/18/19,10/18/19 16:00,2986.2,26770.2,8089.54,136.57,45.93,185.85,750620,65.31,66.08
10/21/19,10/21/19 10:30,2999.48,26767.95,8139.17,136.95,46.44,187.97,749146,66.08,65.07
10/21/19,10/21/19 11:30,3003.23,26809.84,8153.45,136.93,46.42,189.26,523387,65.07,65.13
10/21/19,10/21/19 12:30,3003.65,26811.1,8159.62,136.98,46.58,189.26,387746,65.13,64.93
10/21/19,10/21/19 13:30,3003.4,26795.37,8157.98,137.18,46.65,189.18,307189,64.93,65.39
10/21/19,10/21/19 14:30,3004.75,26812.7,8156.25,137.24,46.63,189.17,234685,65.39,65.7
10/21/19,10/21/19 15:30,3005.53,26827.03,8158.53,137.39,46.61,189.24,451154,65.7,65.97
10/21/19,10/21/19 16:00,3006.73,26827.91,8162.99,137.58,46.6,189.76,424969,65.97,65.77
10/22/19,10/22/19 10:30,3011.6,26827.7,8174.35,138.42,46.97,189.65,1100941,65.77,63.53
10/22/19,10/22/19 11:30,3009.26,26864.07,8144.22,137.2,46.83,185.07,741575,63.59,63.28
10/22/19,10/22/19 12:30,3013.7,26929.96,8157.29,137,47.03,184.33,583200,63.28,62.85
10/22/19,10/22/19 13:30,3011.56,26915.74,8151.17,136.81,46.96,183.8,361503,62.85,62.33
10/22/19,10/22/19 14:30,3009.64,26916.7,8144.21,136.59,47.03,183.87,448823,62.35,61.39
10/22/19,10/22/19 15:30,3004.42,26868.72,8124.04,136.07,46.9,183.28,423747,61.36,61.51
10/22/19,10/22/19 16:00,2996,26788.1,8104.3,135.54,46.76,182.34,859943,61.51,62
10/23/19,10/23/19 10:30,2996.99,26822.46,8097.1,135.07,46.28,183.97,930647,62,62.71
10/23/19,10/23/19 11:30,3001.56,26864.73,8119.05,135.41,46.35,185.7,386415,62.71,63.21
10/23/19,10/23/19 12:30,2999.54,26805.86,8106.93,135.15,46.4,184.54,759698,63.21,63.1
10/23/19,10/23/19 13:30,2998.64,26805.18,8110.01,135.36,46.44,184.69,563715,63.1,62.66
10/23/19,10/23/19 14:30,2994.79,26754.44,8091.53,135.24,46.23,184.64,270114,62.7,61.95
10/23/19,10/23/19 15:30,2999.64,26795.46,8107.58,136.04,46.23,185.61,260883,61.95,62.11
10/23/19,10/23/19 16:00,3004.52,26833.98,8119.79,136.4,46.27,186.15,437711,62.11,62.06
10/24/19,10/24/19 10:30,3000.72,26728.31,8140.2,138.49,45.72,183.35,1081010,62.06,65.32
10/24/19,10/24/19 11:30,3011.87,26815.89,8177.02,138.99,45.89,185.47,553451,65.3,65.55
10/24/19,10/24/19 12:30,3005.36,26756.25,8166.23,139.14,45.65,185.27,330436,65.55,65.36
10/24/19,10/24/19 13:30,3005.91,26772.97,8168.51,139.23,45.42,185.6,278660,65.36,65.15
10/24/19,10/24/19 14:30,3005.63,26775.33,8171.82,139.13,45.36,185.42,215930,65.16,64.55
10/24/19,10/24/19 15:30,3008.92,26815.31,8177.9,139.06,45.49,185.63,261720,64.58,64.79
10/24/19,10/24/19 16:00,3010.27,26805.26,8185.8,139.09,45.64,186.38,708322,64.77,64.52
10/25/19,10/25/19 10:30,3015.69,26902.82,8208.51,139.83,46.04,187.54,456756,64.52,64.57
10/25/19,10/25/19 11:30,3025.35,26997.58,8238.35,139.92,46.18,188.54,283171,64.53,63.88
10/25/19,10/25/19 12:30,3025.15,27003.63,8242.73,139.87,46.13,188.57,206205,63.88,63.53
10/25/19,10/25/19 13:30,3023.91,26984.32,8239.24,139.71,46.11,188.3,231119,63.57,63.43
10/25/19,10/25/19 14:30,3021.1,26954.95,8233.55,139.52,46.01,187.8,228964,63.48,63.24
10/25/19,10/25/19 15:30,3023.51,26977.01,8239.64,139.64,46.18,188.1,253215,63.24,63.37
10/25/19,10/25/19 16:00,3022.51,26958.06,8243.12,139.87,46.12,187.89,290448,63.37,63.45
10/28/19,10/28/19 10:30,3041.72,27141.97,8311.34,143.33,46.57,187.08,698032,63.96,64.18
10/28/19,10/28/19 11:30,3038.6,27070.95,8313.3,142.82,46.44,187.97,660895,64.16,65.69
10/28/19,10/28/19 12:30,3039.69,27066.04,8329.42,142.8,46.48,188.96,772388,65.69,67.06
10/28/19,10/28/19 13:30,3039.64,27063.21,8325.22,143.17,46.43,188.79,397457,67.06,67.39
10/28/19,10/28/19 14:30,3040.09,27088.44,8325.92,143.36,46.42,188.73,261490,67.39,66.45
10/28/19,10/28/19 15:30,3042.13,27101.02,8334.37,143.26,46.56,189.31,273567,66.45,66.68
10/28/19,10/28/19 16:00,3039.42,27090.72,8325.99,143.31,46.39,189.4,446324,66.68,66.56
10/29/19,10/29/19 10:30,3040.44,27103.72,8293.32,142.8,46.19,189.07,356737,66.56,66.65
10/29/19,10/29/19 11:30,3043.52,27124.23,8289.71,142.17,46.31,189.04,369027,66.67,65.29
10/29/19,10/29/19 12:30,3045.35,27114.13,8304.7,142.74,46.59,189.34,204360,65.29,65.58
10/29/19,10/29/19 13:30,3043.34,27099.81,8296.57,142.24,46.58,190.02,135495,65.55,65.63
10/29/19,10/29/19 14:30,3040.46,27087.75,8289.35,142.04,46.62,189.5,161415,65.63,65.59
10/29/19,10/29/19 15:30,3038.47,27085.88,8285.31,142.04,46.53,189.47,175357,65.59,65.71
10/29/19,10/29/19 16:00,3036.87,27070.68,8276.85,141.96,46.45,189.31,416024,65.8,65.49
10/30/19,10/30/19 10:30,3033.55,27076.71,8268.34,142.55,46.51,187.9,556907,65.97,67.33
10/30/19,10/30/19 11:30,3033.3,27050.21,8265.07,142.75,46.52,187.08,560861,67.33,68.25
10/30/19,10/30/19 12:30,3036.62,27089.3,8268.43,142.85,46.55,188.07,620572,68.25,68.9
10/30/19,10/30/19 13:30,3034.58,27083.24,8265.18,142.8,46.64,187.02,576564,68.9,69.07
10/30/19,10/30/19 14:30,3036.13,27094.69,8272.75,142.85,46.57,187.1,438942,69.02,69.34
10/30/19,10/30/19 15:30,3047.74,27184.11,8309.7,143.8,46.72,188.84,675646,69.35,69.74
10/30/19,10/30/19 16:00,3046.77,27186.69,8303.98,143.73,46.77,188.25,1242948,69.74,70
10/31/19,10/31/19 10:30,3027.33,26975.39,8257.54,142.98,46.39,192.16,796921,70,67.15
10/31/19,10/31/19 11:30,3032.78,27017.43,8283.21,143.15,46.62,194.01,244077,67.15,68.54
10/31/19,10/31/19 12:30,3028.92,26974.11,8271.43,142.99,46.6,192.86,167010,68.57,68.41
10/31/19,10/31/19 13:30,3030.46,26977.94,8274.02,142.85,46.55,192.75,260945,68.41,69.31
10/31/19,10/31/19 14:30,3029.1,26968.92,8268.02,142.67,46.57,192.43,420393,69.36,69.85
10/31/19,10/31/19 15:30,3030.54,26969.25,8274.66,142.45,46.56,192.49,926335,69.85,69.84
10/31/19,10/31/19 16:00,3037.58,27046.37,8292.36,142.49,46.72,191.65,590302,69.84,69.89
11/1/19,11/1/19 10:30,3061.91,27286.7,8368.17,142.76,46.42,193.36,536984,0,69.55
11/1/19,11/1/19 11:30,3059.53,27286.35,8359.25,142.61,46.34,192.5,210248,69.55,69.65
11/1/19,11/1/19 12:30,3059.18,27296.84,8353.92,142.4,46.24,191.14,530547,69.66,69.69
11/1/19,11/1/19 13:30,3062.2,27304.47,8363.13,142.24,45.92,191.49,474826,69.69,70.24
11/1/19,11/1/19 14:30,3062.83,27300.17,8367.47,142.39,46.1,192.59,886277,70.24,69.82
11/1/19,11/1/19 15:30,3062.82,27304.74,8368.48,142.56,46.07,192.36,241697,69.74,69.87
11/1/19,11/1/19 16:00,3066.91,27347.36,8386.4,142.84,46.25,193.62,680114,69.87,70.39
11/4/19,11/4/19 10:30,3083.55,27500.58,8438.19,143.72,47,196.06,441342,70.39,69.99
11/4/19,11/4/19 11:30,3080.43,27478.97,8425.36,143.67,46.84,193.87,175385,69.99,69.79
11/4/19,11/4/19 12:30,3078.39,27442.11,8426.52,143.75,46.8,194.61,149538,69.79,70.01
11/4/19,11/4/19 13:30,3081.08,27460.61,8438.53,143.84,46.78,195.57,131175,70.01,70.52
11/4/19,11/4/19 14:30,3080.56,27459.67,8441.26,143.64,46.79,195.93,133755,70.52,70.05
11/4/19,11/4/19 15:30,3075.27,27415.49,8427.32,143.4,46.59,195,147427,70.05,70.16
11/4/19,11/4/19 16:00,3078.27,27462.11,8433.2,143.67,46.69,194.72,387146,70.16,70.12
11/5/19,11/5/19 10:30,3075.02,27489.56,8430.22,143.32,46.84,194.33,429244,70.71,68.28
11/5/19,11/5/19 11:30,3075.79,27494.67,8439.33,143.65,46.95,194.29,312817,68.31,68.19
11/5/19,11/5/19 12:30,3073.08,27473.48,8439.86,143.59,46.78,194.15,138160,68.2,67.96
11/5/19,11/5/19 13:30,3077.26,27511.58,8444.87,143.71,46.98,194.03,172144,67.97,67.48
11/5/19,11/5/19 14:30,3079.04,27547.14,8448.86,143.72,47.05,194.16,216276,67.57,67.08
11/5/19,11/5/19 15:30,3077.53,27521.63,8445.36,143.79,47,194.31,235566,67.08,67.4
11/5/19,11/5/19 16:00,3074.62,27492.63,8434.68,143.58,46.97,194.32,304172,67.4,66.89
11/6/19,11/6/19 10:30,3073.13,27476.84,8401.33,143,47.46,192.55,325534,66.89,65.54
11/6/19,11/6/19 11:30,3074.79,27501.95,8405.89,143.03,47.37,192.51,198011,65.54,66.45
11/6/19,11/6/19 12:30,3068.55,27441.41,8389,142.7,47.26,192.07,160688,66.45,65.74
11/6/19,11/6/19 13:30,3073.16,27480.81,8403.15,143.05,47.35,192.33,102749,65.74,66.29
11/6/19,11/6/19 14:30,3075.19,27487.63,8406.9,143.15,47.38,191.73,170042,66.29,66.68
11/6/19,11/6/19 15:30,3074.55,27485.91,8404.79,143.17,47.32,191.79,124314,66.68,66.96
11/6/19,11/6/19 16:00,3076.77,27492.56,8410.63,143.18,47.47,191.55,246047,66.96,66.83
11/7/19,11/7/19 10:30,3093,27701.63,8468.69,143.72,47.86,192.99,151093,67.03,67.95
11/7/19,11/7/19 11:30,3093.18,27723.72,8473.81,143.73,47.86,192.47,199185,67.95,68.39
11/7/19,11/7/19 12:30,3094.27,27740.15,8475.34,143.82,47.72,192.3,127941,68.17,68.54
11/7/19,11/7/19 13:30,3091.9,27731.94,8465.86,143.77,47.58,191.96,119699,68.54,67.99
11/7/19,11/7/19 14:30,3091.71,27734.05,8463.96,143.91,47.64,191.08,105591,68.03,67.92
11/7/19,11/7/19 15:30,3084.02,27671.96,8426.49,143.17,47.46,189.83,209589,67.92,66.69
11/7/19,11/7/19 16:00,3085.19,27674.8,8434.52,143.38,47.62,190.42,215988,66.69,66.81
11/8/19,11/8/19 10:30,3082.61,27625.26,8437.72,143.37,47.35,191.16,271284,66.54,68.62
11/8/19,11/8/19 11:30,3081.81,27593.18,8442.37,143.69,47.53,191.59,191939,68.62,69.09
11/8/19,11/8/19 12:30,3085.99,27629.88,8456.35,144.23,47.67,191.47,309664,69.09,69.75
11/8/19,11/8/19 13:30,3085.25,27637.45,8448.29,144.26,47.78,190.58,149845,69.75,69.5
11/8/19,11/8/19 14:30,3083.71,27610.5,8450.27,144.28,47.76,190.13,112911,69.49,69.58
11/8/19,11/8/19 15:30,3088.26,27655.17,8463.54,144.54,47.85,190.55,131018,69.58,69.74
11/8/19,11/8/19 16:00,3093.06,27681.24,8475.31,145.07,48.02,190.84,311543,69.74,69.85
11/11/19,11/11/19 10:30,3084.58,27578.08,8454.73,144.79,47.61,189.76,133579,0,68.8
11/11/19,11/11/19 11:30,3082.06,27561.45,8449.34,144.81,47.49,189.79,117758,68.8,69.93
11/11/19,11/11/19 12:30,3085.19,27675.24,8454.47,145.07,47.52,189.26,123204,69.93,69.64
11/11/19,11/11/19 13:30,3087.06,27693.53,8463.21,145.35,47.39,189.32,148390,69.66,69.02
11/11/19,11/11/19 14:30,3087.12,27691.73,8465.85,145.47,47.45,189.21,126972,69.03,68.81
11/11/19,11/11/19 15:30,3086.51,27694.22,8461.02,145.15,47.41,189.54,182828,68.79,68.36
11/11/19,11/11/19 16:00,3087.01,27691.49,8464.28,145.22,47.3,189.61,205705,68.34,68.39
11/12/19,11/12/19 10:30,3100.17,27756.23,8501.28,146.37,47.79,191.43,389781,68.39,69.01
11/12/19,11/12/19 11:30,3100.16,27753.53,8511.58,146.54,47.91,193.66,311880,69,68.93
11/12/19,11/12/19 12:30,3095.26,27716.82,8498.82,146.28,47.56,194.01,139518,68.93,69.32
11/12/19,11/12/19 13:30,3096.32,27720.96,8499.86,146.34,47.6,194.98,104677,69.24,68.71
11/12/19,11/12/19 14:30,3091.97,27696.63,8482.09,146.03,47.48,194.19,242542,68.72,68.09
11/12/19,11/12/19 15:30,3090.16,27681.33,8479.1,146.07,47.46,194.75,331661,68.08,67.97
11/12/19,11/12/19 16:00,3091.84,27691.49,8486.09,146.17,47.57,194.47,390642,67.97,68
11/13/19,11/13/19 10:30,3089.37,27686.22,8476.76,146.4,47.8,194.82,385053,68,67.93
11/13/19,11/13/19 11:30,3089.6,27677.23,8475,146.02,47.82,193.13,334021,67.93,67.37
11/13/19,11/13/19 12:30,3094.86,27747.41,8489.5,146.12,47.75,193.13,185192,67.37,67.28
11/13/19,11/13/19 13:30,3095.55,27756.85,8490.89,146.1,47.83,193.51,167894,67.33,67.83
11/13/19,11/13/19 14:30,3090.05,27738.57,8466.72,146.03,47.69,193.12,274653,67.82,67.68
11/13/19,11/13/19 15:30,3096.09,27802.56,8486.71,146.31,47.82,193.45,301630,67.68,67.69
11/13/19,11/13/19 16:00,3094.03,27783.59,8482.1,146.41,47.65,193.19,338045,67.69,68.01
11/14/19,11/14/19 10:30,3095.01,27777.14,8469.92,146.84,43.92,193.33,193250,67.77,67.64
11/14/19,11/14/19 11:30,3092.68,27767.72,8466.45,146.89,44.25,192.34,155632,67.64,67.84
11/14/19,11/14/19 12:30,3089.55,27731.65,8458.45,146.59,44.18,191.93,134752,67.84,68.05
11/14/19,11/14/19 13:30,3091.25,27747.74,8469.33,146.73,43.98,192.11,116868,68.05,68.03
11/14/19,11/14/19 14:30,3093.51,27751.86,8473.06,146.9,43.94,192.96,68236,68.03,67.95
11/14/19,11/14/19 15:30,3095.94,27775.85,8480.53,147.18,44.15,193.33,111351,67.96,67.92
11/14/19,11/14/19 16:00,3096.64,27781.96,8479.02,147.16,44.16,193.15,158814,67.95,67.74
11/15/19,11/15/19 10:30,3109.9,27903.34,8524.44,148.4,44.72,195.02,321283,67.74,69.19
11/15/19,11/15/19 11:30,3115.55,27944.9,8534.54,148.81,44.51,194.77,409089,69.19,70
11/15/19,11/15/19 12:30,3113.89,27928.01,8528.77,148.75,44.28,194.69,191130,70,70.22
11/15/19,11/15/19 13:30,3112.85,27915.47,8530.84,148.66,44.18,194.92,425856,70.21,70.87
11/15/19,11/15/19 14:30,3114.58,27941.56,8530.68,148.64,44.23,194.66,303915,70.87,70.72
11/15/19,11/15/19 15:30,3113.04,27951.33,8521.36,148.51,44.16,194.7,302677,70.76,69.95
11/15/19,11/15/19 16:00,3120.45,28004.69,8540.83,149.05,44.34,195.1,361921,69.95,70.01
11/18/19,11/18/19 10:30,3112.96,27984.71,8509.04,148.27,43.88,193.36,539227,0,69.48
11/18/19,11/18/19 11:30,3120.41,28016.19,8531.73,148.35,43.88,194.41,203294,69.48,70.02
11/18/19,11/18/19 12:30,3118.98,28008.19,8530.93,148.74,43.93,194.98,125867,70.06,69.88
11/18/19,11/18/19 13:30,3121.13,28014.05,8544.13,149.05,44.09,196.38,115611,69.88,70.05
11/18/19,11/18/19 14:30,3122.98,28031.08,8556.01,149.5,44.21,198.27,254850,70.05,70.97
11/18/19,11/18/19 15:30,3120.58,28028.88,8548.63,149.23,44.35,197.35,179722,70.97,70.19
11/18/19,11/18/19 16:00,3122.01,28036.15,8549.94,149.42,44.4,197.4,252322,70.19,70.08
11/19/19,11/19/19 10:30,3119.64,27976.5,8561.45,149.88,44.38,198.48,507313,70.08,68.75
11/19/19,11/19/19 11:30,3119.85,27949.46,8561.07,149.81,44.5,199.43,227195,68.75,68.98
11/19/19,11/19/19 12:30,3120.57,27949.5,8573.73,150.22,44.67,199.29,229313,68.97,69.11
11/19/19,11/19/19 13:30,3121.01,27941.42,8574.01,149.82,44.7,199.19,157590,69.11,68.99
11/19/19,11/19/19 14:30,3124.55,27956.77,8587.28,149.76,44.77,199.6,215439,68.99,70.02
11/19/19,11/19/19 15:30,3121.88,27943.32,8575.32,149.56,44.72,198.86,157570,70.02,69.73
11/19/19,11/19/19 16:00,3120.17,27933.91,8570.66,149.47,44.71,199.32,209282,69.75,69.64
11/20/19,11/20/19 10:30,3115.33,27849.72,8567.22,149.8,44.55,198.94,255986,0,70.03
11/20/19,11/20/19 11:30,3116.19,27850.33,8566.24,149.87,44.57,198.64,985301,69.99,71.66
11/20/19,11/20/19 12:30,3113.81,27855.32,8557.9,149.7,44.68,198.46,244321,71.59,71.2
11/20/19,11/20/19 13:30,3093.44,27691.06,8479.88,148.2,44.22,196.43,512600,71.2,70.03
11/20/19,11/20/19 14:30,3104.69,27772.94,8513.94,148.99,44.32,196.89,173683,70,70.52
11/20/19,11/20/19 15:30,3102.82,27774.14,8508.6,148.72,44.25,196.49,219760,70.52,70.68
11/20/19,11/20/19 16:00,3108.44,27821.09,8526.73,149.21,44.33,197.51,402542,70.62,70.99
11/21/19,11/21/19 10:30,3098.55,27744.8,8499.62,148.52,44.17,198.29,306900,71.69,70.3
11/21/19,11/21/19 11:30,3100.51,27744.16,8501.39,148.81,44.12,198.2,165301,70.3,70.62
11/21/19,11/21/19 12:30,3102.77,27781.48,8497.72,148.87,44.15,197.49,198464,70.62,70.02
11/21/19,11/21/19 13:30,3106.03,27809.75,8512.26,149.15,44.3,198.26,101536,70.02,70
11/21/19,11/21/19 14:30,3107.45,27809.21,8517.48,149.21,44.25,198.76,70741,70,70.34
11/21/19,11/21/19 15:30,3105.85,27796.09,8512.76,149.16,44.23,197.95,102413,70.35,70.02
11/21/19,11/21/19 16:00,3103.51,27766.29,8506.21,149.07,44.09,197.93,183880,70.02,69.92
11/22/19,11/22/19 10:30,3105.37,27834.53,8497.95,148.96,44.18,198.32,1230149,0,72.74
11/22/19,11/22/19 11:30,3103.64,27806.28,8496.38,148.76,44.04,198.39,332930,72.71,73
11/22/19,11/22/19 12:30,3107.8,27847.64,8509.92,148.76,44.07,199.22,202299,73,72.8
11/22/19,11/22/19 13:30,3109.54,27857.7,8514.65,149.02,44.09,199.05,313374,72.8,73.32
11/22/19,11/22/19 14:30,3108.48,27869.67,8508.59,148.71,43.99,198.23,230529,73.32,73.24
11/22/19,11/22/19 15:30,3110.33,27868.19,8519.75,149.11,44,198.59,260042,73.24,73.38
11/22/19,11/22/19 16:00,3110.28,27875.62,8519.89,149.18,44.1,198.82,455590,73.38,73.16
11/25/19,11/25/19 10:30,3130.51,28024.81,8615.45,150.18,44.58,200.57,679664,0,73.62
11/25/19,11/25/19 11:30,3128.88,27997.78,8619.31,150.47,44.59,200.34,263814,73.68,74.54
11/25/19,11/25/19 12:30,3128.26,27996.72,8617.73,150.35,44.6,200.55,279742,74.54,74.93
11/25/19,11/25/19 13:30,3129.74,28013.8,8621.23,150.4,44.68,200.27,199242,74.93,74.8
11/25/19,11/25/19 14:30,3129.51,28020.13,8623.75,150.58,44.73,199.75,116805,74.8,74.79
11/25/19,11/25/19 15:30,3132.91,28052.66,8629.93,150.67,44.77,200.06,142734,74.79,74.86
11/25/19,11/25/19 16:00,3133.65,28066.61,8632.49,150.82,44.69,199.79,257346,74.86,74.55
11/26/19,11/26/19 10:30,3135.39,28084.08,8644.19,151.56,44.88,199.33,541670,74.55,75.04
11/26/19,11/26/19 11:30,3137.98,28095.08,8648.92,151.61,44.8,199.38,192564,75.04,75.22
11/26/19,11/26/19 12:30,3141.13,28124.58,8657.57,151.6,44.72,199.43,132858,75.22,75.2
11/26/19,11/26/19 13:30,3138.1,28095.66,8653.02,151.58,44.59,199.44,100711,75.2,75.27
11/26/19,11/26/19 14:30,3137.44,28101.97,8648.37,151.53,44.65,199,145339,75.32,75.34
11/26/19,11/26/19 15:30,3136.6,28095.25,8643.09,151.72,44.54,198.6,164412,75.33,75.24
11/26/19,11/26/19 16:00,3140.48,28120.86,8647.93,151.62,44.56,198.97,569993,75.24,75.16
11/27/19,11/27/19 10:30,3144.95,28099.1,8680.43,151.56,44.29,202.15,405342,75.16,74.62
11/27/19,11/27/19 11:30,3146.16,28112.15,8685.33,151.8,44.35,202.01,209596,74.62,74.25
11/27/19,11/27/19 12:30,3148.31,28124.83,8693.24,151.77,44.42,201.86,259534,74.25,73.56
11/27/19,11/27/19 13:30,3152.69,28162.78,8699.8,151.63,44.54,203.1,107140,73.56,73.67
11/27/19,11/27/19 14:30,3153.09,28167.74,8698.51,151.63,44.55,202.56,73415,73.67,73.66
11/27/19,11/27/19 15:30,3153.6,28161.39,8701.02,151.64,44.58,202.39,123085,73.66,73.94
11/27/19,11/27/19 16:00,3153.65,28164,8705.18,151.91,44.49,202,177922,73.95,74.08
11/29/19,11/29/19 10:30,3147.87,28101.78,8689.84,151.41,44.78,202.67,143907,0,73.98
11/29/19,11/29/19 11:30,3146.33,28085.12,8687.54,151.15,44.69,203.14,126877,73.99,74.43
11/29/19,11/29/19 12:30,3144.19,28077.13,8676.74,151.01,44.69,202.76,90762,74.43,74.37
11/29/19,11/29/19 13:30,3140.98,28051.41,8665.47,150.97,44.56,201.64,149580,74.39,74.5
11/29/19,11/29/19 14:30,,,,150.97,44.56,201.64,549,74.5,74.5
11/29/19,11/29/19 16:00,,,,150.97,44.56,201.64,220,74.5,74.5
12/2/19,12/2/19 10:30,3118.68,27893.78,8564.61,148.51,44.11,198.92,1300568,74.5,69.46
12/2/19,12/2/19 11:30,3115.7,27839.46,8558.64,148.54,44.03,199.07,398700,69.48,70.19
12/2/19,12/2/19 12:30,3116.41,27834.33,8560.55,149.02,44.01,199.49,269413,70.19,70.24
12/2/19,12/2/19 13:30,3118.13,27837.98,8573.98,149.63,44.08,199.78,180839,70.24,69.55
12/2/19,12/2/19 14:30,3123.3,27873.47,8588.64,149.71,44.13,200.13,240418,69.53,69.29
12/2/19,12/2/19 15:30,3116.7,27815.52,8571.54,149.3,44.02,199.87,339695,69.29,68.78
12/2/19,12/2/19 16:00,3113.92,27783.93,8567.99,149.14,43.96,199.7,431554,68.77,68.93
12/3/19,12/3/19 10:30,3079.82,27385.96,8471.9,147.67,43.25,196.84,687034,0,68.78
12/3/19,12/3/19 11:30,3078.04,27350.47,8462.83,147.4,43.12,195.92,230363,68.78,68.88
12/3/19,12/3/19 12:30,3082.7,27417.43,8481.34,147.8,43.31,196.92,153715,68.88,69.5
12/3/19,12/3/19 13:30,3087.71,27452.3,8497.13,148.31,43.43,197.34,165537,69.48,70.06
12/3/19,12/3/19 14:30,3082.99,27417.33,8484.21,147.98,43.34,197.16,213483,70.04,70.31
12/3/19,12/3/19 15:30,3093.01,27507.75,8515.23,148.55,43.42,198.32,190323,70.31,70.17
12/3/19,12/3/19 16:00,3093.21,27502.94,8520.64,148.9,43.54,198.82,805251,70.17,70.02
12/4/19,12/4/19 10:30,3113.69,27681.52,8568.69,149.09,43.74,199.74,338382,70.02,70.57
12/4/19,12/4/19 11:30,3115.88,27705.94,8574.77,149.41,43.56,198.73,139006,70.56,70.68
12/4/19,12/4/19 12:30,3113.08,27684.15,8567.07,149.01,43.51,198.4,191448,70.62,69.73
12/4/19,12/4/19 13:30,3114.72,27701.76,8569.69,149.18,43.45,198.84,123225,69.68,70.09
12/4/19,12/4/19 14:30,3117.85,27708.31,8579.08,149.37,43.38,199.34,80330,70.09,70.01
12/4/19,12/4/19 15:30,3115.46,27689.86,8572.51,149.32,43.29,198.85,102882,70.01,70.06
12/4/19,12/4/19 16:00,3112.75,27649.78,8566.67,149.44,43.16,198.71,1101493,70.06,69.96
12/5/19,12/5/19 10:30,3109.81,27602.95,8555.88,149.46,42.88,199.34,412807,69.96,69.95
12/5/19,12/5/19 11:30,3111.69,27620.15,8563.12,149.56,42.85,198.86,206410,69.96,70.4
12/5/19,12/5/19 12:30,3109.82,27598.91,8556.53,149.45,42.82,198.85,160827,70.38,70.06
12/5/19,12/5/19 13:30,3111.17,27627.16,8556.5,149.34,42.78,198.6,203088,70.06,70.06
12/5/19,12/5/19 14:30,3115.92,27667.64,8569.23,149.64,42.83,199.18,309122,70.05,69.83
12/5/19,12/5/19 15:30,3118.38,27694.39,8572.97,149.65,42.81,199.21,437600,69.83,69.4
12/5/19,12/5/19 16:00,3117.44,27677.79,8570.7,149.52,42.8,199.36,2171069,69.4,69.67
12/6/19,12/6/19 10:30,3144.08,27947.41,8645.11,150.31,42.98,200.38,3458279,69.67,63.3
12/6/19,12/6/19 11:30,3148.88,27999.8,8650.92,150.81,43.08,201.15,2155680,63.3,62.37
12/6/19,12/6/19 12:30,3149,28012.21,,150.83,43.18,200.66,1036063,62.34,63.02
12/6/19,12/6/19 13:30,3149.6,28022.09,,150.98,43.19,200.8,1230758,63.02,63.22
12/6/19,12/6/19 14:30,3148.29,28014.33,,151.13,43.18,201.12,782699,63.22,62.82
12/6/19,12/6/19 15:30,3147.15,28009.35,,151.05,43.08,200.83,1125103,62.81,63.17
12/6/19,12/6/19 16:00,3145.91,28015.06,8656.53,151.34,43.11,201.05,1312753,63.17,62.74
12/9/19,12/9/19 10:30,3147.03,27985.56,8672.1,151.36,43.44,202.95,1920454,62.74,65.75
12/9/19,12/9/19 11:30,3144.81,27960.58,8655.9,151.21,43.5,202.82,893573,65.75,66.64
12/9/19,12/9/19 12:30,3142.3,27942.23,8647.37,151.42,43.39,202.5,551648,66.64,67.01
12/9/19,12/9/19 13:30,3140.84,27938.61,8642.36,151.35,43.39,202.15,487145,66.99,66.02
12/9/19,12/9/19 14:30,3138.55,27930.86,8632.97,151.1,43.2,201.71,317323,66.02,65.98
